City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
349,La Ligua,CL,-32.4524,-71.2311,65.98,31,0,7.54,clear sky
350,Acurenam,GQ,1.0322,10.6488,69.33,97,95,3.29,moderate rain
351,Asau,RO,46.4333,26.4,47.95,75,75,5.44,broken clouds
352,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,106.83,12,11,8.23,few clouds
353,Hofn,IS,64.2539,-15.2082,39.16,97,100,12.66,overcast clouds
354,Kirkland Lake,CA,48.1446,-80.0377,47.23,93,100,11.41,moderate rain
355,Krasnoselkup,RU,65.7,82.4667,33.62,84,100,13.73,overcast clouds
356,Melilla,ES,35.2937,-2.9383,75.4,94,90,5.75,overcast clouds
357,Veraval,IN,20.9,70.3667,80.91,81,75,7.36,broken clouds
358,Bemidji,US,47.4736,-94.8803,73.06,42,1,14.97,clear sky
359,Maldonado,UY,-34.6667,-54.9167,61.99,86,100,8.66,overcast clouds
360,Tautira,PF,-17.7333,-149.15,75.22,75,0,12.33,moderate rain
361,Marck,FR,50.949,1.9433,63.97,91,83,11.56,broken clouds
362,Sioux Lookout,CA,50.1001,-91.917,69.87,37,20,10.36,few clouds
363,Tilichiki,RU,60.4667,166.1,41.56,88,94,5.23,overcast clouds
364,Berdigestyakh,RU,62.0989,126.6992,40.6,96,100,5.95,overcast clouds
365,Houston,US,29.7633,-95.3633,84.65,37,1,4.0,clear sky
366,Honiara,SB,-9.4333,159.95,76.06,87,91,3.8,overcast clouds
367,Lorengau,PG,-2.0226,147.2712,79.36,82,99,8.81,light rain
368,Xuanzhou,CN,30.9525,118.7553,72.82,74,81,6.89,light rain
369,Bada,RU,51.392,109.8717,34.81,91,2,2.98,clear sky
370,Ljungby,SE,56.8332,13.9408,51.8,82,89,16.87,overcast clouds
371,Umm Kaddadah,SD,13.6017,26.6876,95.99,13,36,12.73,scattered clouds
372,De-Kastri,RU,51.4667,140.7833,47.61,87,94,7.25,overcast clouds
373,Rundu,NA,-17.9333,19.7667,78.33,15,28,6.64,scattered clouds
374,Kropotkin,RU,45.4375,40.5756,53.38,90,100,3.18,light rain
375,Tazovskiy,RU,67.4667,78.7,32.99,80,86,9.91,overcast clouds
376,Teknaf,BD,20.8624,92.3058,78.91,89,68,4.0,light rain
377,Bealanana,MG,-14.55,48.7333,58.05,94,11,3.71,few clouds
378,Itarema,BR,-2.9248,-39.9167,85.59,61,70,18.9,broken clouds
379,Arman,RU,59.7,150.1667,42.76,76,0,4.25,clear sky
380,Hervey Bay,AU,-25.2986,152.8535,56.03,70,0,1.01,clear sky
381,Kudahuvadhoo,MV,2.6708,72.8944,83.08,76,89,17.65,overcast clouds
382,Cayenne,GF,4.9333,-52.3333,89.64,74,0,5.99,clear sky
383,Dubbo,AU,-32.25,148.6167,44.73,100,0,9.22,clear sky
384,Malanje,AO,-9.5402,16.341,80.08,17,95,3.53,overcast clouds
385,Catia La Mar,VE,10.6038,-67.0303,94.5,66,40,5.75,scattered clouds
386,Yulara,AU,-25.2406,130.9889,46.24,46,0,0.0,clear sky
387,Bozoum,CF,6.3193,16.3799,70.59,95,91,3.8,moderate rain
388,Wloszczowa,PL,50.8526,19.9659,60.19,66,100,15.59,overcast clouds
389,Pueblo,US,38.2545,-104.6091,86.38,11,1,3.44,clear sky
390,Lengshuitan,CN,26.4111,111.5956,79.18,74,6,4.41,light rain
391,Sorland,NO,67.667,12.6934,48.06,65,88,16.55,overcast clouds
392,Stornoway,GB,58.2093,-6.3865,55.92,94,75,9.22,broken clouds
393,Surt,LY,31.2089,16.5887,79.25,76,20,15.95,few clouds
394,Yashan,CN,22.1975,109.9419,77.07,94,97,3.51,overcast clouds
395,Neiafu,TO,-18.65,-173.9833,72.28,100,75,5.75,light rain
396,La Ronge,CA,55.1001,-105.2842,48.45,66,75,13.8,broken clouds
397,Evensk,RU,61.95,159.2333,39.74,80,21,3.29,few clouds
398,Bayonne,FR,43.3333,-1.4167,72.14,77,0,5.75,clear sky
399,Enumclaw,US,47.2043,-121.9915,64.81,80,86,1.99,overcast clouds
400,Necochea,AR,-38.5473,-58.7368,65.03,82,96,9.37,overcast clouds
401,Bilibino,RU,68.0546,166.4372,24.67,96,100,2.37,light snow
402,Lamar,US,33.6668,-95.5836,83.98,27,1,5.75,clear sky
403,Klaksvik,FO,62.2266,-6.589,41.92,87,100,23.35,overcast clouds
404,Pacific Grove,US,36.6177,-121.9166,83.61,82,1,4.0,clear sky
405,Khasan,RU,42.4308,130.6434,59.9,68,100,5.44,overcast clouds
406,Battle Creek,US,42.3212,-85.1797,55.67,87,90,12.66,overcast clouds
407,Saint-Joseph,RE,-21.3667,55.6167,68.36,75,35,13.35,scattered clouds
408,Yellapur,IN,14.9667,74.7167,68.43,100,100,2.93,overcast clouds
409,Blind River,CA,46.1834,-82.9582,50.25,91,100,14.18,overcast clouds
410,Laguna,US,38.421,-121.4238,93.22,33,1,4.0,clear sky
411,Plettenberg Bay,ZA,-34.0527,23.3716,60.53,75,100,10.38,overcast clouds
412,Luganville,VU,-15.5333,167.1667,76.95,85,76,8.88,broken clouds
413,Rioja,AR,-29.4111,-66.8507,79.29,19,1,10.51,clear sky
414,Burgersdorp,ZA,-30.9977,26.3286,63.66,36,90,6.29,overcast clouds
415,Thessalon,CA,46.2501,-83.5666,50.29,90,100,15.05,overcast clouds
416,Montepulciano,IT,43.1017,11.7868,65.12,50,44,2.48,scattered clouds
417,Poya,NC,-21.35,165.15,61.18,77,60,7.99,broken clouds
418,Waipawa,NZ,-41.4122,175.5153,52.45,81,2,7.85,clear sky
419,Miracema Do Tocantins,BR,-9.5618,-48.3967,106.72,14,31,4.54,scattered clouds
420,Vilhena,BR,-12.7406,-60.1458,99.64,17,95,2.26,overcast clouds
421,Verkhnevilyuysk,RU,63.4453,120.3167,39.87,77,100,4.0,overcast clouds
422,Mocuba,MZ,-16.8392,36.9856,69.04,84,6,4.54,clear sky
423,Denpasar,ID,-8.65,115.2167,78.46,94,20,9.22,few clouds
424,Honningsvag,NO,70.9821,25.9704,45.93,76,100,25.23,overcast clouds
425,Verkhoyansk,RU,67.5447,133.385,37.29,81,100,5.08,overcast clouds
426,Iranshahr,IR,27.2025,60.6848,93.54,33,0,4.61,clear sky
427,Mumford,GH,5.2618,-0.759,77.47,89,37,8.43,light rain
428,Montepuez,MZ,-13.1256,38.9997,71.53,73,4,8.61,clear sky
429,Rocha,UY,-34.4833,-54.3333,56.19,89,100,6.42,overcast clouds
430,Kasempa,ZM,-13.4584,25.8338,75.09,25,91,5.3,overcast clouds
431,Kalemie,CD,-5.9475,29.1947,78.17,51,91,2.28,overcast clouds
432,West Wendover,US,40.7391,-114.0733,72.61,23,1,6.91,clear sky
433,Peniche,PT,39.3558,-9.3811,74.68,71,44,18.21,scattered clouds
434,Flin Flon,CA,54.7682,-101.865,60.64,48,75,20.71,broken clouds
435,Villarrica,PY,-25.75,-56.4333,78.37,44,100,11.05,overcast clouds
436,Merauke,ID,-8.4667,140.3333,76.12,84,98,13.15,overcast clouds
437,Tateyama,JP,34.9833,139.8667,75.22,83,100,11.25,overcast clouds
438,Katsuura,JP,35.1333,140.3,75.31,84,100,7.16,overcast clouds
439,Winslow,US,35.0242,-110.6974,83.97,19,1,1.01,clear sky
440,San Lawrenz,MT,36.0553,14.204,75.85,78,64,1.99,broken clouds
441,Jalu,LY,29.0331,21.5482,87.87,20,0,10.71,clear sky
442,Puri,IN,19.8,85.85,81.12,79,74,8.84,broken clouds
443,Tarakan,ID,3.3,117.6333,79.38,81,100,4.16,overcast clouds
444,Mareeba,AU,-17.0,145.4333,65.12,97,42,2.42,scattered clouds
445,Amahai,ID,-3.3333,128.9167,76.17,91,99,3.02,moderate rain
446,Sept-Iles,CA,50.2001,-66.3821,54.25,89,90,1.99,overcast clouds
447,Kapoeta,SS,4.7717,33.5903,84.38,36,82,10.27,broken clouds
448,Touros,BR,-5.1989,-35.4608,88.7,65,55,16.04,broken clouds
449,Skibbereen,IE,51.55,-9.2667,64.2,85,98,10.38,overcast clouds
450,Lakes Entrance,AU,-37.8811,147.981,60.57,71,0,6.78,clear sky
451,Namatanai,PG,-3.6667,152.4333,78.31,78,100,6.58,overcast clouds
452,Kharp,RU,66.8014,65.8081,33.75,90,11,7.31,few clouds
453,Batemans Bay,AU,-35.7167,150.1833,49.91,81,16,4.05,few clouds
454,Terrace Bay,CA,48.7834,-87.1,56.82,43,0,6.26,clear sky
455,Ejea De Los Caballeros,ES,42.1263,-1.1372,71.89,52,68,7.85,broken clouds
456,Vila Praia De Ancora,PT,41.811,-8.8526,76.06,77,97,5.19,overcast clouds
457,Westerland,DE,54.9079,8.3033,57.94,67,75,29.93,broken clouds
458,Tessalit,ML,20.1986,1.0114,99.57,15,99,4.97,overcast clouds
459,Ukiah,US,39.1502,-123.2078,91.65,27,1,0.0,clear sky
460,San Quintin,MX,30.4833,-115.95,77.61,64,85,11.41,overcast clouds
461,Jardim,BR,-21.4803,-56.1381,99.59,19,52,3.74,broken clouds
462,Burayevo,RU,55.8407,55.4083,46.83,64,95,7.85,overcast clouds
463,Souillac,MU,-20.5167,57.5167,71.98,83,75,12.66,broken clouds
464,Aiken,US,33.5835,-81.5998,78.58,53,1,5.75,clear sky
465,Bolobo,CD,-2.1667,16.2333,75.49,72,85,2.15,overcast clouds
466,Jumla,NP,29.2747,82.1838,59.49,93,100,1.45,overcast clouds
467,Drayton Valley,CA,53.2168,-114.9854,47.91,31,74,10.45,broken clouds
468,Billings,US,45.7833,-108.5007,76.37,26,20,8.05,few clouds
469,Moron,AR,-34.6534,-58.6198,68.81,65,58,4.0,broken clouds
470,Leh,IN,34.1667,77.5833,55.51,47,30,5.06,scattered clouds
471,Nara,JP,34.6851,135.8049,72.68,80,85,1.81,overcast clouds
472,Tazmalt,DZ,36.3868,4.3989,85.05,44,100,7.47,overcast clouds
473,Moche,PE,-8.1711,-79.0092,64.58,77,58,11.5,broken clouds
474,Ternate,ID,0.8,127.4,78.58,82,100,5.14,light rain
475,Sasebo,JP,33.1592,129.7228,65.77,83,2,4.59,clear sky
476,Baruun-Urt,MN,46.6806,113.2792,51.15,74,100,9.04,overcast clouds
477,Aykhal,RU,66.0,111.5,31.82,88,91,4.92,overcast clouds
478,Borba,BR,-4.3878,-59.5939,89.94,52,100,3.38,moderate rain
479,Abu Samrah,SY,35.3029,37.1841,71.62,62,0,27.72,clear sky
480,Benghazi,LY,32.1167,20.0667,76.86,65,57,20.36,broken clouds
481,Tanout,NE,14.9709,8.8879,93.02,23,62,1.88,broken clouds
482,Mackenzie,CA,55.2999,-123.1698,44.82,65,90,5.75,overcast clouds
483,Riyadh,SA,24.6877,46.7219,91.54,13,13,7.05,few clouds
484,Besikduzu,TR,41.052,39.2284,62.49,94,100,11.56,moderate rain
485,Oranjestad,AW,12.524,-70.027,91.35,62,20,19.57,few clouds
486,Abha,SA,18.2164,42.5053,69.62,78,20,0.0,few clouds
487,Cherskiy,RU,68.75,161.3,28.27,97,85,6.08,overcast clouds
488,Kutum,SD,14.2,24.6667,83.68,25,10,7.11,clear sky
489,Fairbanks,US,64.8378,-147.7164,34.25,66,75,1.14,broken clouds
490,Karratha,AU,-20.7377,116.8463,72.27,46,30,8.34,scattered clouds
491,Brigantine,US,39.4101,-74.3646,82.02,82,90,19.57,overcast clouds
492,Minab,IR,27.1467,57.0801,89.1,61,4,5.77,clear sky
493,King City,US,36.2127,-121.126,84.43,23,77,0.38,broken clouds
494,Komsomolets,KZ,53.7453,62.0708,41.61,62,6,6.64,clear sky
495,Mason City,US,43.1536,-93.201,72.32,36,1,3.89,clear sky
496,Gornozavodsk,RU,58.3758,58.3211,36.01,87,8,2.33,clear sky
497,Madaba,JO,31.5833,35.6667,70.48,66,0,6.26,clear sky
498,Tual,ID,-5.6667,132.75,79.18,84,58,19.17,broken clouds
499,Los Llanos De Aridane,ES,28.6585,-17.9182,72.12,78,20,13.8,volcanic ash
500,Jiayuguan,CN,39.8167,98.3,60.94,34,41,2.57,scattered clouds
501,Fort Smith,US,35.3859,-94.3986,79.29,35,1,6.91,clear sky
502,Helong,CN,42.5397,128.9972,48.87,97,91,1.16,overcast clouds
503,Zhigansk,RU,66.7697,123.3711,38.77,81,77,0.76,broken clouds
504,Janauba,BR,-15.8025,-43.3089,91.42,28,30,6.96,scattered clouds
505,Fayaoue,NC,-20.65,166.5333,69.85,65,47,23.22,scattered clouds
506,Tchollire,CM,8.4022,14.1698,69.96,94,97,3.22,overcast clouds
507,Axim,GH,4.8699,-2.2405,77.38,90,82,6.11,broken clouds
508,Christchurch,NZ,-43.5333,172.6333,51.48,70,0,1.99,clear sky
509,Luderitz,NA,-26.6481,15.1594,58.37,78,52,15.52,broken clouds
510,Changde,CN,29.0464,111.6783,80.92,75,21,1.36,few clouds
511,Mporokoso,ZM,-9.3727,30.125,72.27,29,57,8.25,broken clouds
512,Nkowakowa,ZA,-23.8878,30.2871,66.25,40,0,2.64,clear sky
513,Florianopolis,BR,-27.6146,-48.5012,67.23,43,75,12.66,broken clouds
514,Palana,RU,59.1167,159.9667,38.52,85,5,3.83,clear sky
515,Gijon,ES,43.5357,-5.6615,67.46,83,100,5.01,overcast clouds
516,Lagos,NG,6.5833,3.75,77.54,87,71,3.62,broken clouds
517,Elko,US,41.0002,-115.5012,68.02,26,90,5.01,overcast clouds
518,Huntingdon,GB,52.3305,-0.1865,67.17,68,14,6.53,few clouds
519,Pimentel,PE,-6.8367,-79.9342,71.89,60,0,11.5,clear sky
520,Kindu,CD,-2.95,25.95,70.02,98,100,2.51,moderate rain
521,Mugumu,TZ,-1.85,34.7,65.21,72,95,3.98,overcast clouds
522,Voh,NC,-20.9667,164.7,58.48,79,14,5.84,few clouds
523,Gallup,US,35.5281,-108.7426,75.96,24,1,1.99,clear sky
524,Biak,ID,-0.9131,122.8766,73.83,89,89,4.85,overcast clouds
525,Buala,SB,-8.145,159.5921,77.85,83,100,2.33,moderate rain
526,Kruisfontein,ZA,-34.0033,24.7314,62.89,60,26,21.39,scattered clouds
527,Yuzhno-Kurilsk,RU,44.0306,145.8556,54.66,92,100,13.31,overcast clouds
528,Nemuro,JP,43.3236,145.575,56.32,90,100,19.91,moderate rain
529,Tomatlan,MX,19.9333,-105.25,90.3,57,5,5.73,clear sky
530,Ketchikan,US,55.3422,-131.6461,51.78,93,100,15.08,moderate rain
531,Udachnyy,RU,66.4167,112.4,33.3,82,22,4.97,few clouds
532,Buhl,DE,48.7,8.15,64.31,77,0,5.75,clear sky
533,Kulhudhuffushi,MV,6.6221,73.07,82.89,77,15,17.56,few clouds
534,Boa Esperanca,BR,-21.09,-45.5658,88.81,21,7,2.57,clear sky
535,Kijang,KR,35.2442,129.2139,65.93,73,98,6.64,overcast clouds
536,Quatre Cocos,MU,-20.2078,57.7625,71.71,83,54,15.82,light rain
537,Bagaha,IN,27.1,84.0833,77.61,88,13,6.71,few clouds
538,Togur,RU,58.3631,82.8265,32.63,90,100,6.02,overcast clouds
539,Portmore,JM,17.9702,-76.8672,87.76,81,40,6.91,scattered clouds
540,Kovur,IN,14.4833,79.9833,84.38,65,67,5.17,broken clouds
541,Kostyantynivka,UA,48.5277,37.7069,48.52,84,100,3.09,overcast clouds
542,Townsville,AU,-19.25,146.8,67.08,68,90,5.75,overcast clouds
543,Chusovoy,RU,58.3013,57.8131,37.78,86,8,2.24,clear sky
544,Ewo,CG,-0.8725,14.8206,76.77,73,78,3.42,broken clouds
545,Sao Desiderio,BR,-12.3633,-44.9733,98.74,18,46,8.86,scattered clouds
546,Matamoros,MX,25.5333,-103.25,78.91,41,1,4.61,clear sky
547,Torbay,CA,47.6666,-52.7314,71.49,74,75,12.66,broken clouds
548,Kupang,ID,-10.1667,123.5833,75.15,73,54,7.07,broken clouds
549,Glenwood Springs,US,39.5505,-107.3248,78.13,26,40,0.0,scattered clouds
550,Launceston,AU,-41.45,147.1667,48.79,96,75,4.0,broken clouds
551,Imbituba,BR,-28.24,-48.6703,69.69,67,98,17.27,overcast clouds
552,Bara,NG,10.3744,10.7288,73.9,88,87,4.03,moderate rain
553,Belaya Gora,RU,68.5333,146.4167,35.73,68,100,4.38,overcast clouds
554,Lamu,KE,-2.2717,40.902,77.22,80,12,13.73,few clouds
555,Nibbar,TN,36.2941,8.7666,77.68,74,20,3.44,few clouds
556,Nuuk,GL,64.1835,-51.7216,36.21,41,1,3.44,clear sky
557,Kontagora,NG,10.3999,5.4695,75.15,89,100,2.57,overcast clouds
558,Taltal,CL,-25.4,-70.4833,65.64,64,22,8.37,few clouds
559,Odemira,PT,37.598,-8.6397,66.16,81,18,3.89,few clouds
560,Scarborough,GB,54.2797,-0.4044,61.09,81,98,1.99,overcast clouds
561,Yangambi,CD,0.8102,24.4336,68.09,99,62,0.29,broken clouds
562,Oxford,GB,51.7522,-1.256,67.24,68,20,3.44,few clouds
563,Vao,NC,-22.6667,167.4833,66.74,61,68,17.09,broken clouds
564,Adrar,MR,20.5022,-10.0711,98.58,11,11,7.09,few clouds
565,Tabou,CI,4.423,-7.3528,78.31,85,26,6.87,scattered clouds
566,Pucallpa,PE,-8.3791,-74.5539,87.84,48,40,3.44,scattered clouds
567,Sangar,RU,63.9242,127.4739,40.75,81,100,0.76,overcast clouds
568,Cartagena,CO,10.3997,-75.5144,89.22,70,40,11.5,scattered clouds
569,Gambela,ET,8.25,34.5833,73.33,84,96,4.25,overcast clouds
570,Decatur,US,39.8403,-88.9548,69.75,42,20,17.27,few clouds
571,Velikiy Ustyug,RU,60.7644,46.3106,46.99,83,100,7.45,overcast clouds
572,Upata,VE,8.0086,-62.3989,93.2,49,32,4.85,scattered clouds
573,Aquiraz,BR,-3.9014,-38.3911,86.09,64,26,13.91,scattered clouds
574,Walvis Bay,NA,-22.9575,14.5053,58.15,82,0,8.05,clear sky
575,Mahoba,IN,25.2833,79.8667,77.92,91,62,6.02,broken clouds
576,Dhidhdhoo,MV,6.8833,73.1,82.99,77,12,17.67,few clouds
577,Takoradi,GH,4.8845,-1.7554,77.29,90,13,7.83,few clouds
578,Akyab,MM,20.15,92.9,80.2,85,100,2.86,heavy intensity rain
579,Avera,US,33.194,-82.5271,75.88,44,0,5.88,clear sky
580,Moerai,PF,-22.4333,-151.3333,70.77,63,0,14.36,clear sky
581,Khandyga,RU,62.6667,135.6,36.23,82,7,1.66,clear sky
582,Poum,NC,-20.2333,164.0167,68.02,67,31,11.7,scattered clouds
583,Inyonga,TZ,-6.7167,32.0667,74.52,30,32,4.54,scattered clouds
584,Terekli-Mekteb,RU,44.1671,45.8698,57.85,89,100,9.17,overcast clouds
585,Santa Cruz,BO,-17.8,-63.1667,87.85,35,98,17.27,overcast clouds
586,La Baule-Escoublac,FR,47.2922,-2.364,66.15,79,0,5.75,clear sky
587,Chara,RU,56.9064,118.2631,36.7,96,98,1.25,light rain
588,Tamandare,BR,-8.7597,-35.1047,81.64,67,12,8.61,few clouds
589,Karmala,IN,18.4167,75.2,73.65,91,100,8.01,moderate rain
590,Broome,US,42.2506,-75.833,68.97,81,90,3.0,heavy intensity rain
591,Kulebaki,RU,55.4133,42.5325,49.1,98,100,5.97,moderate rain
592,Wajir,KE,1.7471,40.0573,82.36,47,44,15.1,scattered clouds
593,Ahuimanu,US,21.4447,-157.8378,79.86,76,40,10.36,scattered clouds
594,Te Anau,NZ,-45.4167,167.7167,39.78,82,54,5.53,broken clouds
595,Solwezi,ZM,-12.1688,26.3894,69.44,33,40,3.94,scattered clouds
596,Nantucket,US,41.2835,-70.0995,78.96,83,90,13.8,overcast clouds
597,Edd,ER,13.9297,41.6925,89.87,70,5,2.89,clear sky
598,Shcherbynivka,UA,48.3949,37.791,49.08,83,100,3.51,overcast clouds
599,Barstow,US,34.8986,-117.0228,86.63,18,0,10.25,clear sky
600,Xihe,CN,31.6864,113.4659,73.47,90,100,3.15,light rain
601,Clyde River,CA,70.4692,-68.5914,32.23,80,90,18.41,overcast clouds
602,Isangel,VU,-19.55,169.2667,68.11,73,28,8.05,scattered clouds
603,Faya,SA,18.3851,42.4509,69.91,38,71,3.31,broken clouds
604,Sisimiut,GL,66.9395,-53.6735,30.2,71,98,2.66,light snow
605,Burgeo,CA,47.6167,-57.6152,66.78,79,49,14.61,scattered clouds
606,Khorixas,NA,-20.3667,14.9667,77.25,17,6,8.52,clear sky
607,Sao Felix Do Xingu,BR,-6.6447,-51.995,100.98,22,76,2.55,broken clouds
608,Derzhavinsk,KZ,51.1,66.3167,40.48,57,0,7.94,clear sky
609,Truth Or Consequences,US,33.1284,-107.2528,80.91,23,100,5.37,overcast clouds
610,Port Augusta,AU,-32.5,137.7667,51.71,48,0,6.87,clear sky
611,Makokou,GA,0.5738,12.8642,70.75,96,100,2.42,light rain
612,Bilma,NE,18.6853,12.9164,90.46,11,3,2.42,clear sky
613,Jijiga,ET,9.35,42.8,65.14,80,5,8.01,clear sky
614,San Felipe,VE,10.3399,-68.7425,91.44,43,100,8.16,overcast clouds
615,Gao,ML,16.6362,1.637,98.24,22,26,6.96,scattered clouds
616,Roma,US,43.2128,-75.4557,75.38,89,75,14.97,moderate rain
617,Tres Coracoes,BR,-21.6969,-45.2533,86.05,21,13,3.44,few clouds
618,Shirokiy,RU,49.758,129.523,45.07,79,58,4.18,broken clouds
619,Kattivakkam,IN,13.2167,80.3167,84.29,76,45,8.48,scattered clouds
620,Mogadishu,SO,2.0371,45.3438,77.97,85,29,16.67,scattered clouds
621,Chicama,PE,-7.8447,-79.1469,63.14,59,19,9.69,few clouds
622,Singkawang,ID,0.9,109.0,76.89,92,100,3.53,overcast clouds
623,Mazagao,BR,-0.115,-51.2894,95.05,44,35,7.02,scattered clouds
624,Pathein,MM,16.7833,94.7333,75.27,97,100,3.89,overcast clouds
625,Todos Santos,MX,23.45,-110.2167,94.01,82,0,9.35,clear sky
626,Yara,CU,20.2753,-76.9533,93.0,45,6,3.71,clear sky
627,San Luis,AR,-33.295,-66.3356,73.9,21,0,3.87,clear sky
628,Bay Roberts,CA,47.5999,-53.2648,72.05,72,9,3.0,clear sky
629,Nhulunbuy,AU,-12.2333,136.7667,70.41,88,9,0.0,clear sky
630,Ogaminana,NG,7.5946,6.2248,76.26,86,68,2.28,broken clouds
631,Dehui,CN,44.5333,125.7,43.11,81,6,5.37,clear sky
632,Pandan,PH,14.0453,124.1694,80.83,84,69,7.4,broken clouds
633,Karlskrona,SE,56.1616,15.5866,50.45,78,95,24.94,overcast clouds
634,Khandbari,NP,27.3747,87.2039,69.94,89,86,1.7,heavy intensity rain
635,Lahat,ID,-3.8,103.5333,72.03,95,45,2.66,scattered clouds
636,Boyolangu,ID,-8.1181,111.8935,75.92,92,100,2.75,overcast clouds
637,Russell,US,32.3502,-85.1999,74.97,50,1,8.05,clear sky
638,Boende,CD,-0.2167,20.8667,70.02,98,95,1.23,overcast clouds
639,Maragogi,BR,-9.0122,-35.2225,80.85,73,13,9.73,few clouds
640,Wawa,NG,9.9022,4.4192,75.63,86,83,3.44,broken clouds
641,General Pico,AR,-35.6566,-63.7568,69.69,45,0,3.11,clear sky
642,Kavieng,PG,-2.5744,150.7967,81.41,75,100,10.09,overcast clouds
643,Olinda,BR,-8.0089,-34.8553,80.33,69,20,10.36,few clouds
644,Garmsar,IR,35.2182,52.3409,86.54,12,0,7.61,clear sky
645,Tiznit,MA,29.5833,-9.5,67.6,74,1,5.57,clear sky
646,Kaduqli,SD,11.0167,29.7167,76.01,78,100,2.46,overcast clouds
647,Neryungri,RU,56.6709,124.6491,43.47,90,100,9.75,light rain
648,Margate,GB,51.3813,1.3862,64.96,83,41,7.83,scattered clouds
649,Gigmoto,PH,13.7796,124.39,80.6,85,68,6.42,broken clouds
650,Kampong Thum,KH,12.7111,104.8887,75.51,94,100,3.4,moderate rain
651,Smithers,CA,54.7804,-127.1743,43.12,81,90,3.44,overcast clouds
652,Ranong,TH,9.9658,98.6348,78.22,87,100,7.0,overcast clouds
653,Ambon,ID,-3.6954,128.1814,73.54,100,75,5.75,heavy intensity rain
654,Palmer,US,42.1584,-72.3287,81.21,67,14,8.01,few clouds
655,Schenectady,US,42.8334,-74.0829,79.03,62,100,14.25,overcast clouds
656,Maryville,US,35.7565,-83.9705,70.14,59,75,1.01,broken clouds
657,Elizabethton,US,36.3487,-82.2107,68.97,53,75,9.22,broken clouds
658,Luxor,EG,25.6989,32.6421,93.25,20,0,9.22,clear sky
659,Gamba,GA,-2.65,10.0,76.8,82,83,5.75,broken clouds
660,Shasta Lake,US,40.6804,-122.3708,86.09,23,100,1.99,overcast clouds
661,Arona,ES,28.0996,-16.681,70.83,63,75,5.01,broken clouds
662,Lokosovo,RU,61.1333,74.8167,38.34,98,100,10.04,overcast clouds
663,Vaitape,PF,-16.5167,-151.75,78.03,69,12,10.04,few clouds
664,Nova Olimpia,BR,-14.7972,-57.2881,109.99,13,45,0.49,scattered clouds
665,Fonte Boa,BR,-2.4959,-66.2662,87.04,62,41,4.07,scattered clouds
666,Shiraz,IR,29.6036,52.5388,74.64,15,0,4.61,clear sky
667,Daru,PG,-9.0763,143.2092,75.76,88,99,16.93,overcast clouds
668,Chilca,PE,-12.5211,-76.7372,63.84,79,63,7.0,broken clouds
669,Tobane,BW,-21.95,27.9,68.52,49,0,4.61,clear sky
670,Sakharovo,RU,56.8995,36.0502,44.98,98,100,4.38,overcast clouds
671,Sarangani,PH,5.4033,125.4636,83.03,72,56,4.27,broken clouds
672,Guayanilla,PR,18.0191,-66.7918,92.17,72,7,5.01,clear sky
673,Beloha,MG,-25.1667,45.05,68.23,76,92,14.09,overcast clouds
674,Mountain Home,US,43.133,-115.6912,66.22,39,40,17.27,scattered clouds
675,Luanda,AO,-8.8368,13.2343,73.35,85,79,13.98,broken clouds
676,Tarauaca,BR,-8.1614,-70.7656,95.54,36,98,2.17,overcast clouds
677,Kiama,AU,-34.6833,150.8667,63.37,59,3,6.22,clear sky
678,Port Hueneme,US,34.1478,-119.1951,97.2,71,40,9.22,scattered clouds
679,Camacha,PT,33.0833,-16.3333,70.56,60,20,12.66,few clouds
680,Monroe,US,43.1501,-77.6831,71.98,83,75,5.75,broken clouds
681,Abbeville,FR,50.1,1.8333,62.69,93,100,6.8,overcast clouds
682,Ust-Barguzin,RU,53.45,108.9833,40.21,75,84,5.75,broken clouds
683,Puerto Ayacucho,VE,5.6639,-67.6236,82.45,80,100,7.4,overcast clouds
684,Ruteng,ID,-8.6136,120.4721,62.13,92,100,1.14,overcast clouds
685,Guerrero Negro,MX,27.9769,-114.0611,84.72,50,0,2.89,clear sky
686,Komsomolskiy,UZ,40.4272,71.7189,66.92,39,0,6.91,clear sky
687,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,57,79,13.18,broken clouds
688,Coihaique,CL,-45.5752,-72.0662,59.61,58,75,5.75,light rain
689,Danville,US,36.586,-79.395,74.57,55,40,10.36,scattered clouds
690,Balkanabat,TM,39.5108,54.3671,81.72,16,0,8.99,clear sky
691,Bud,US,39.447,-86.1758,66.83,69,18,16.22,few clouds
692,Takhli,TH,15.2634,100.3438,75.56,94,100,3.56,moderate rain
693,Cervo,ES,43.6702,-7.4101,66.2,88,100,15.75,overcast clouds
